winery,country,points,description,designation,Refined-description,CountVectorizer,TF-IDF Vectorizer Column
Numanthia,Spain,95,"Tarry blackberry and cheesy oak aromas are appropriate for a wine of this size and magnitude. In the mouth, this Tinta de Toro is expansive and grabby, with bullish tannins. Slightly salty earthy accents come with core blackberry flavors and notes of baking spices and chocolate, while on the finish this is long, chocolaty, delicious and not too hard or tannic. Drink through 2023.",Termanthia,Tarry blackberry cheesy oak aroma appropriate wine size magnitude In mouth Tinta de Toro expansive grabby bullish tannin Slightly salty earthy accent come core blackberry flavor note baking spice chocolate finish long chocolaty delicious hard tannic Drink 2023,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1]","[[0.16222142113076254, 0.16222142113076254, 0.16222142113076254, 0.16222142113076254, 0.16222142113076254, 0.3244428422615251, 0.16222142113076254, 0.16222142113076254, 0.16222142113076254, 0.16222142113076254, 0.16222142113076254, 0.16222142113076254, 0.16222142113076254, 0.16222142113076254, 0.16222142113076254, 0.16222142113076254, 0.16222142113076254, 0.16222142113076254, 0.16222142113076254, 0.16222142113076254, 0.16222142113076254, 0.16222142113076254, 0.16222142113076254, 0.16222142113076254, 0.16222142113076254, 0.16222142113076254, 0.16222142113076254, 0.16222142113076254, 0.16222142113076254, 0.16222142113076254, 0.16222142113076254, 0.16222142113076254, 0.16222142113076254, 0.16222142113076254, 0.16222142113076254]]"
Center of Effort,US,95,"The apogee of this ambitious winery's white wine efforts, this bottling of just two barrels of Clone 5 shows focused marzipan, marcona almond and white peach notes on the nose. The palate sizzles with saltiness and a lemony acidity that cuts through its brown butter richness with finesse. The finish is luxurious and long.",Giallo Solare,The apogee ambitious winery white wine effort bottling two barrel Clone 5 show focused marzipan marcona almond white peach note nose The palate sizzle saltiness lemony acidity cut brown butter richness finesse The finish luxurious long,"[1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.17677669529663687, 0.17677669529663687, 0.17677669529663687, 0.17677669529663687, 0.17677669529663687, 0.17677669529663687, 0.17677669529663687, 0.17677669529663687, 0.17677669529663687, 0.17677669529663687, 0.17677669529663687, 0.17677669529663687, 0.17677669529663687, 0.17677669529663687, 0.17677669529663687, 0.17677669529663687, 0.17677669529663687, 0.17677669529663687, 0.17677669529663687, 0.17677669529663687, 0.17677669529663687, 0.17677669529663687, 0.17677669529663687, 0.17677669529663687, 0.17677669529663687, 0.17677669529663687, 0.35355339059327373, 0.17677669529663687, 0.17677669529663687]]"
Comartin,US,95,"San Jose-based producer Adam Comartin heads 1,100 feet up into the mountains to source fruit for this tremendous wine, which offers wild cherry, sage, and eucalyptus scents on the nose. Ripe black plum and strawberry fruit lead the palate, followed by acid-driven waves of juniper, pine and bay leaf, finishing with a menthol-like sensation.",R-Bar-R Ranch,San Josebased producer Adam Comartin head 1100 foot mountain source fruit tremendous wine offer wild cherry sage eucalyptus scent nose Ripe black plum strawberry fruit lead palate followed aciddriven wave juniper pine bay leaf finishing menthollike sensation,"[1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.16012815380508713, 0.16012815380508713, 0.16012815380508713, 0.16012815380508713, 0.16012815380508713, 0.16012815380508713, 0.16012815380508713, 0.16012815380508713, 0.16012815380508713, 0.16012815380508713, 0.16012815380508713, 0.32025630761017426, 0.16012815380508713, 0.16012815380508713, 0.16012815380508713, 0.16012815380508713, 0.16012815380508713, 0.16012815380508713, 0.16012815380508713, 0.16012815380508713, 0.16012815380508713, 0.16012815380508713, 0.16012815380508713, 0.16012815380508713, 0.16012815380508713, 0.16012815380508713, 0.16012815380508713, 0.16012815380508713, 0.16012815380508713, 0.16012815380508713, 0.16012815380508713, 0.16012815380508713, 0.16012815380508713, 0.16012815380508713, 0.16012815380508713, 0.16012815380508713]]"
Kumeu River,New Zealand,94,"Yields were down in 2015, but intensity is up, giving this medium-bodied, silky wine the potential to drink well through at least 2025. Hickory smoke outlines white peach before ending in a long flurry of lime zest.",Maté's Vineyard,Yields 2015 intensity giving mediumbodied silky wine potential drink well least 2025 Hickory smoke outline white peach ending long flurry lime zest,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.22360679774997896, 0.22360679774997896, 0.22360679774997896, 0.22360679774997896, 0.22360679774997896, 0.22360679774997896, 0.22360679774997896, 0.22360679774997896, 0.22360679774997896, 0.22360679774997896, 0.22360679774997896, 0.22360679774997896, 0.22360679774997896, 0.22360679774997896, 0.22360679774997896, 0.22360679774997896, 0.22360679774997896, 0.22360679774997896, 0.22360679774997896, 0.22360679774997896]]"
Bergström,US,94,"Bergström has made a Shea designate since 2003, intent on showcasing a “pretty” style of the vineyard. Here are lovely aromatics, with grape jelly, rose petals and plum in the nose, and a complex run of red fruits in the mouth. Streaks of cola, brown sugar and more come up in a generous finish.",Shea Vineyard,Bergström made Shea designate since 2003 intent showcasing “ pretty ” style vineyard Here lovely aromatics grape jelly rose petal plum nose complex run red fruit mouth Streaks cola brown sugar come generous finish,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.18569533817705186, 0.18569533817705186, 0.18569533817705186, 0.18569533817705186, 0.18569533817705186, 0.18569533817705186, 0.18569533817705186, 0.18569533817705186, 0.18569533817705186, 0.18569533817705186, 0.18569533817705186, 0.18569533817705186, 0.18569533817705186, 0.18569533817705186, 0.18569533817705186, 0.18569533817705186, 0.18569533817705186, 0.18569533817705186, 0.18569533817705186, 0.18569533817705186, 0.18569533817705186, 0.18569533817705186, 0.18569533817705186, 0.18569533817705186, 0.18569533817705186, 0.18569533817705186, 0.18569533817705186, 0.18569533817705186, 0.18569533817705186]]"
Ponzi,US,94,"Focused and dense, this intense wine captures the essence of ripe raspberries. Aged in 50% new French oak, it's got a strong vein of coffee and mocha. The flavors broaden out and penetrate, finishing with highlights of cedar, cinnamon and dark chocolate. Drink now through the 2020s, but decant if you want the full expression.",Abetina,Focused dense intense wine capture essence ripe raspberry Aged 50 new French oak got strong vein coffee mocha The flavor broaden penetrate finishing highlight cedar cinnamon dark chocolate Drink 2020s decant want full expression,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.17677669529663687, 0.17677669529663687, 0.17677669529663687, 0.17677669529663687, 0.17677669529663687, 0.17677669529663687, 0.17677669529663687, 0.17677669529663687, 0.17677669529663687, 0.17677669529663687, 0.17677669529663687, 0.17677669529663687, 0.17677669529663687, 0.17677669529663687, 0.17677669529663687, 0.17677669529663687, 0.17677669529663687, 0.17677669529663687, 0.17677669529663687, 0.17677669529663687, 0.17677669529663687, 0.17677669529663687, 0.17677669529663687, 0.17677669529663687, 0.17677669529663687, 0.17677669529663687, 0.17677669529663687, 0.17677669529663687, 0.17677669529663687, 0.17677669529663687, 0.17677669529663687, 0.17677669529663687]]"
Roar,US,94,"Cranberry, baked rhubarb, anise and crushed slate aromas show on the nose of this always-excellent bottling from the Franscioni family. The palate abounds with energy, driving black raspberry fruit accented with earthy loam, fennel, oregano and juniper through a compellingly round midpalate.",Garys' Vineyard,Cranberry baked rhubarb anise crushed slate aroma show nose alwaysexcellent bottling Franscioni family The palate abounds energy driving black raspberry fruit accented earthy loam fennel oregano juniper compellingly round midpalate,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136]]"
Saviah,US,94,"This standout Rocks District wine brings earth shaking aromas of black-olive brine, tapenade, green olive, stargazer lilies, orange peel and crushed gravel. The smoked meat, charcuterie and blue-fruit flavors don't hold back, bringing a lovely sense of texture and detail. It's an intense wine that completely demands your attention.",The Funk Estate,This standout Rocks District wine brings earth shaking aroma blackolive brine tapenade green olive stargazer lily orange peel crushed gravel The smoked meat charcuterie bluefruit flavor nt hold back bringing lovely sense texture detail It intense wine completely demand attention,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.1643989873053573, 0.1643989873053573, 0.1643989873053573, 0.1643989873053573, 0.1643989873053573, 0.1643989873053573, 0.1643989873053573, 0.1643989873053573, 0.1643989873053573, 0.1643989873053573, 0.1643989873053573, 0.1643989873053573, 0.1643989873053573, 0.1643989873053573, 0.1643989873053573, 0.1643989873053573, 0.1643989873053573, 0.1643989873053573, 0.1643989873053573, 0.1643989873053573, 0.1643989873053573, 0.1643989873053573, 0.1643989873053573, 0.1643989873053573, 0.1643989873053573, 0.1643989873053573, 0.1643989873053573, 0.1643989873053573, 0.1643989873053573, 0.1643989873053573, 0.1643989873053573, 0.1643989873053573, 0.1643989873053573, 0.3287979746107146]]"
Villa Melnik,Bulgaria,90,"This Bulgarian Mavrud presents the nose with suggestions of dried cherry, black plum, freshly ground black pepper and a whiff of eucalyptus. In the mouth it is balanced with soft tannins mingling with dried cherry, cassis and black plum.",Bergulé,This Bulgarian Mavrud present nose suggestion dried cherry black plum freshly ground black pepper whiff eucalyptus In mouth balanced soft tannin mingling dried cherry cassis black plum,"[1, 1, 3, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1]","[[0.1643989873053573, 0.4931969619160719, 0.1643989873053573, 0.1643989873053573, 0.3287979746107146, 0.3287979746107146, 0.1643989873053573, 0.1643989873053573, 0.1643989873053573, 0.1643989873053573, 0.1643989873053573, 0.1643989873053573, 0.1643989873053573, 0.1643989873053573, 0.3287979746107146, 0.1643989873053573, 0.1643989873053573, 0.1643989873053573, 0.1643989873053573, 0.1643989873053573]]"
Zepaltas,US,90,"Steely and perfumed, this wine sees only 20% new French oak, remaining vibrantly fresh. Baked apple and lemon pith veer into grapefruit on the palate, with spiciness to the finish that's both brash and loud.",Babushka,Steely perfumed wine see 20 new French oak remaining vibrantly fresh Baked apple lemon pith veer grapefruit palate spiciness finish brash loud,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.2182178902359924, 0.2182178902359924, 0.2182178902359924, 0.2182178902359924, 0.2182178902359924, 0.2182178902359924, 0.2182178902359924, 0.2182178902359924, 0.2182178902359924, 0.2182178902359924, 0.2182178902359924, 0.2182178902359924, 0.2182178902359924, 0.2182178902359924, 0.2182178902359924, 0.2182178902359924, 0.2182178902359924, 0.2182178902359924, 0.2182178902359924, 0.2182178902359924, 0.2182178902359924]]"
Abbadia Ardenga,Italy,90,"Underbrush, scorched earth, menthol and plum steeped in spirits are some of the aromas that unfold on the glass. The big, chewy palate doles out ripe wild cherry, raspberry jam, ground pepper and licorice alongside firm, velvety tannins. You'll also detect the warmth of alcohol on the finish.",Vigna Piaggia,Underbrush scorched earth menthol plum steeped spirit aroma unfold glass The big chewy palate dole ripe wild cherry raspberry jam ground pepper licorice alongside firm velvety tannin You also detect warmth alcohol finish,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.18257418583505536, 0.18257418583505536, 0.18257418583505536, 0.18257418583505536, 0.18257418583505536, 0.18257418583505536, 0.18257418583505536, 0.18257418583505536, 0.18257418583505536, 0.18257418583505536, 0.18257418583505536, 0.18257418583505536, 0.18257418583505536, 0.18257418583505536, 0.18257418583505536, 0.18257418583505536, 0.18257418583505536, 0.18257418583505536, 0.18257418583505536, 0.18257418583505536, 0.18257418583505536, 0.18257418583505536, 0.18257418583505536, 0.18257418583505536, 0.18257418583505536, 0.18257418583505536, 0.18257418583505536, 0.18257418583505536, 0.18257418583505536, 0.18257418583505536]]"
Bouvet-Ladubay,France,90,"Pale in color, this is nutty in character, with a warm and rounded hint of red fruits. The wine has a soft, while still fresh, aftertaste. It is aged in cellars in Saumur on the Loire river.",Nonpareil Trésor Rosé Brut,Pale color nutty character warm rounded hint red fruit The wine soft still fresh aftertaste It aged cellar Saumur Loire river,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.23570226039551587, 0.23570226039551587, 0.23570226039551587, 0.23570226039551587, 0.23570226039551587, 0.23570226039551587, 0.23570226039551587, 0.23570226039551587, 0.23570226039551587, 0.23570226039551587, 0.23570226039551587, 0.23570226039551587, 0.23570226039551587, 0.23570226039551587, 0.23570226039551587, 0.23570226039551587, 0.23570226039551587, 0.23570226039551587]]"
Buty,US,90,"The aromas entice with notes of wet stone, honeysuckle, chamomile and stone fruit. The palate is generous in flavor and feel, showing a fine sense of balance.",Conner Lee Vineyard,The aroma entice note wet stone honeysuckle chamomile stone fruit The palate generous flavor feel showing fine sense balance,"[1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2]","[[0.22941573387056174, 0.22941573387056174, 0.22941573387056174, 0.22941573387056174, 0.22941573387056174, 0.22941573387056174, 0.22941573387056174, 0.22941573387056174, 0.22941573387056174, 0.22941573387056174, 0.22941573387056174, 0.22941573387056174, 0.22941573387056174, 0.22941573387056174, 0.4588314677411235, 0.22941573387056174]]"
Carillon,Italy,90,"Forest floor, tilled soil, mature berry and a whiff of new leather combine on this. The ripe palate offers fleshy black cherry, dried aromatic herb and tobacco, while fine-grained tannins give the finish some grip. Drink 2018–2023.",Riserva,Forest floor tilled soil mature berry whiff new leather combine The ripe palate offer fleshy black cherry dried aromatic herb tobacco finegrained tannin give finish grip Drink 2018–2023,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526]]"
Clos de L'Oratoire des Papes,France,90,"Gingery spice notes accent fresh pear and melon fruit in this medium- to full-bodied wine. It's round on the palate but not flabby, with a warm, spicy finish. Drink now.",,Gingery spice note accent fresh pear melon fruit medium fullbodied wine It round palate flabby warm spicy finish Drink,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.23570226039551587, 0.23570226039551587, 0.23570226039551587, 0.23570226039551587, 0.23570226039551587, 0.23570226039551587, 0.23570226039551587, 0.23570226039551587, 0.23570226039551587, 0.23570226039551587, 0.23570226039551587, 0.23570226039551587, 0.23570226039551587, 0.23570226039551587, 0.23570226039551587, 0.23570226039551587, 0.23570226039551587, 0.23570226039551587]]"
